2025-09-12 17:31:06.999 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:01.153 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:01.345 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:58:01.346 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:58:06.360 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:58:09.936 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:10.124 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:58:10.125 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:58:23.665 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:58:28.139 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:28.323 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:58:28.324 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:58:41.173 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:58:45.237 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:45.430 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:58:45.430 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:58:54.006 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:58:57.219 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:58:57.411 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:58:57.411 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:58:59.065 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:59:02.495 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:59:02.693 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:59:02.693 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:00:38.627 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:00:41.560 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:00:41.801 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:00:41.801 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:06:41.906 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:06:54.839 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:06:55.262 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:06:55.262 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:06:59.045 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:06:59.298 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:06:59.298 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:08:14.827 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:08:20.368 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:08:20.558 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:08:20.558 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:08:38.485 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:08:41.102 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:08:41.343 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:08:41.344 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:11:14.414 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:11:20.460 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:11:20.746 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:11:20.746 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:19:33.231 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:19:36.442 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:19:36.744 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:19:36.744 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:21:04.501 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:21:07.183 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:21:07.389 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:21:07.389 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:21:26.470 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:21:29.593 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:21:29.835 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:21:29.835 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 19:21:46.371 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 19:21:49.456 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 19:21:49.666 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 19:21:49.666 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
